shipment_id,order_id,shipment_date,carrier,tracking_number,delivery_date,shipment_status
8182,8182,2024-02-21,UPS,TRK363346,2024-02-24,Pending
8183,8183,2024-10-03,DHL,TRK491701,2024-10-07,Delivered
8184,8184,2023-12-27,FedEx,TRK679853,2023-12-29,Delivered
8185,8185,2024-09-07,UPS,TRK719352,2024-09-14,Pending
8186,8186,2024-04-30,DHL,TRK662224,2024-05-05,Shipped
8187,8187,2024-01-27,FedEx,TRK623953,2024-01-30,Shipped
8188,8188,2024-01-27,UPS,TRK184266,2024-01-28,Delivered
8189,8189,2024-01-27,DHL,TRK635091,2024-01-28,Cancelled
8190,8190,2024-10-04,FedEx,TRK736863,2024-10-05,Shipped
8191,8191,2024-01-19,UPS,TRK647847,2024-01-20,Shipped
8192,8192,2024-02-04,DHL,TRK987730,2024-02-09,Shipped
8193,8193,2024-09-21,FedEx,TRK056524,2024-09-25,Shipped
8194,8194,2024-05-11,UPS,TRK313739,2024-05-18,Pending
8195,8195,2024-02-14,DHL,TRK610336,2024-02-19,Delivered
8196,8196,2024-08-19,FedEx,TRK142398,2024-08-22,Shipped
8197,8197,2024-06-18,UPS,TRK367434,2024-06-22,Delivered
8198,8198,2024-10-31,DHL,TRK718930,2024-11-06,Delivered
8199,8199,2024-06-12,FedEx,TRK248885,2024-06-20,Shipped
8200,8200,2023-12-29,UPS,TRK320412,2023-12-31,Shipped
8201,8201,2024-06-13,DHL,TRK619082,2024-06-15,Delivered
8202,8202,2024-10-09,FedEx,TRK693242,2024-10-13,Delivered
8203,8203,2024-09-16,UPS,TRK584815,2024-09-20,Shipped
8204,8204,2024-01-27,DHL,TRK405317,2024-01-30,Shipped
8205,8205,2024-05-22,FedEx,TRK443167,2024-05-24,Delivered
8206,8206,2024-01-02,UPS,TRK049998,2024-01-04,Delivered
8207,8207,2024-10-05,DHL,TRK576766,2024-10-06,Pending
8208,8208,2024-08-21,FedEx,TRK363290,2024-08-24,Shipped
8209,8209,2024-10-21,UPS,TRK558380,2024-10-27,Delivered
8210,8210,2024-01-26,DHL,TRK372547,2024-02-02,Shipped
8211,8211,2024-02-25,FedEx,TRK750793,2024-02-28,Delivered
8212,8212,2024-10-20,UPS,TRK098596,2024-10-24,Delivered
8213,8213,2024-10-08,DHL,TRK485496,2024-10-15,Shipped
8214,8214,2024-09-05,FedEx,TRK688684,2024-09-06,Cancelled
8215,8215,2023-12-20,UPS,TRK098807,2023-12-22,Delivered
8216,8216,2024-07-06,DHL,TRK190621,2024-07-12,Pending
8217,8217,2024-05-17,FedEx,TRK235670,2024-05-21,Shipped
8218,8218,2024-07-24,UPS,TRK948937,2024-07-27,Shipped
8219,8219,2024-08-13,DHL,TRK932079,2024-08-14,Shipped
8220,8220,2023-12-05,FedEx,TRK359396,2023-12-08,Shipped
8221,8221,2023-12-28,UPS,TRK844531,2023-12-31,Delivered
8222,8222,2024-03-08,DHL,TRK349453,2024-03-15,Shipped
8223,8223,2024-05-31,FedEx,TRK396342,2024-06-02,Delivered
8224,8224,2024-04-22,UPS,TRK671334,2024-04-29,Delivered
8225,8225,2024-04-21,DHL,TRK211023,2024-04-25,Pending
8226,8226,2024-10-06,FedEx,TRK828952,2024-10-07,Delivered
8227,8227,2023-12-09,UPS,TRK466016,2023-12-11,Shipped
8228,8228,2024-02-16,DHL,TRK169349,2024-02-17,Shipped
8229,8229,2024-08-24,FedEx,TRK101935,2024-08-27,Delivered
8230,8230,2024-06-03,UPS,TRK564152,2024-06-05,Delivered
8231,8231,2024-04-03,DHL,TRK360845,2024-04-06,Pending
8232,8232,2024-02-15,FedEx,TRK440279,2024-02-19,Cancelled
8233,8233,2024-07-04,UPS,TRK252252,2024-07-08,Shipped
8234,8234,2024-07-01,DHL,TRK798253,2024-07-05,Pending
8235,8235,2024-05-06,FedEx,TRK203939,2024-05-07,Cancelled
8236,8236,2024-10-12,UPS,TRK989471,2024-10-13,Delivered
8237,8237,2023-11-29,DHL,TRK922501,2023-12-07,Pending
8238,8238,2024-09-20,FedEx,TRK837358,2024-09-28,Delivered
8239,8239,2024-03-18,UPS,TRK958975,2024-03-21,Shipped
8240,8240,2024-04-01,DHL,TRK256829,2024-04-07,Delivered
8241,8241,2024-07-27,FedEx,TRK545610,2024-07-30,Pending
8242,8242,2024-06-05,UPS,TRK116643,2024-06-09,Pending
8243,8243,2024-04-17,DHL,TRK143961,2024-04-22,Shipped
8244,8244,2024-09-20,FedEx,TRK024106,2024-09-22,Pending
8245,8245,2024-02-06,UPS,TRK698996,2024-02-13,Delivered
8246,8246,2024-10-03,DHL,TRK622817,2024-10-09,Pending
8247,8247,2024-10-12,FedEx,TRK773590,2024-10-14,Pending
8248,8248,2024-01-03,UPS,TRK012771,2024-01-04,Shipped
8249,8249,2024-06-30,DHL,TRK270760,2024-07-06,Shipped
8250,8250,2024-07-13,FedEx,TRK645926,2024-07-20,Shipped
8251,8251,2024-03-09,UPS,TRK499494,2024-03-11,Delivered
8252,8252,2024-04-06,DHL,TRK522440,2024-04-13,Shipped
8253,8253,2024-09-15,FedEx,TRK819362,2024-09-16,Shipped
8254,8254,2024-10-26,UPS,TRK384299,2024-10-30,Pending
8255,8255,2024-08-12,DHL,TRK183685,2024-08-16,Delivered
8256,8256,2024-01-31,FedEx,TRK549764,2024-02-07,Shipped
8257,8257,2023-11-26,UPS,TRK602945,2023-11-28,Shipped
8258,8258,2024-07-20,DHL,TRK318072,2024-07-26,Pending
8259,8259,2024-04-20,FedEx,TRK701810,2024-04-22,Pending
8260,8260,2024-02-12,UPS,TRK670401,2024-02-19,Delivered
8261,8261,2024-08-31,DHL,TRK144777,2024-09-05,Delivered
8262,8262,2024-10-27,FedEx,TRK470150,2024-10-31,Shipped
8263,8263,2024-02-26,UPS,TRK226260,2024-02-29,Delivered
8264,8264,2024-11-07,DHL,TRK855518,2024-11-09,Pending
8265,8265,2024-10-11,FedEx,TRK023935,2024-10-18,Shipped
8266,8266,2024-03-19,UPS,TRK952542,2024-03-21,Delivered
8267,8267,2024-02-04,DHL,TRK182087,2024-02-06,Cancelled
8268,8268,2024-08-27,FedEx,TRK082045,2024-08-29,Pending
8269,8269,2023-12-19,UPS,TRK060061,2023-12-24,Shipped
8270,8270,2023-12-06,DHL,TRK206203,2023-12-12,Pending
8271,8271,2024-04-26,FedEx,TRK784488,2024-04-28,Pending
8272,8272,2024-05-15,UPS,TRK377232,2024-05-21,Shipped
8273,8273,2024-05-28,DHL,TRK381113,2024-06-04,Pending
8274,8274,2024-07-30,FedEx,TRK885681,2024-08-03,Delivered
8275,8275,2024-01-26,UPS,TRK917182,2024-02-02,Delivered
8276,8276,2024-02-22,DHL,TRK349034,2024-02-24,Pending
8277,8277,2024-01-26,FedEx,TRK316268,2024-01-30,Cancelled
8278,8278,2023-11-26,UPS,TRK318817,2023-11-27,Delivered
8279,8279,2024-04-03,DHL,TRK710414,2024-04-09,Pending
8280,8280,2024-06-29,FedEx,TRK230598,2024-07-03,Cancelled
8281,8281,2024-10-06,UPS,TRK291359,2024-10-11,Delivered
8282,8282,2024-08-19,DHL,TRK773113,2024-08-26,Delivered
8283,8283,2024-11-06,FedEx,TRK363766,2024-11-10,Shipped
8284,8284,2024-01-28,UPS,TRK583725,2024-02-01,Delivered
8285,8285,2024-01-21,DHL,TRK413498,2024-01-29,Shipped
8286,8286,2024-03-07,FedEx,TRK317846,2024-03-09,Shipped
8287,8287,2024-03-19,UPS,TRK901220,2024-03-21,Shipped
8288,8288,2024-03-07,DHL,TRK975192,2024-03-09,Pending
8289,8289,2024-01-07,FedEx,TRK298824,2024-01-13,Shipped
8290,8290,2024-05-13,UPS,TRK817599,2024-05-15,Delivered
8291,8291,2023-12-25,DHL,TRK409012,2024-01-02,Pending
8292,8292,2024-10-17,FedEx,TRK399639,2024-10-18,Pending
8293,8293,2024-10-27,UPS,TRK432898,2024-10-29,Delivered
8294,8294,2024-04-28,DHL,TRK850052,2024-05-04,Delivered
8295,8295,2024-06-26,FedEx,TRK567384,2024-07-01,Shipped
8296,8296,2023-11-15,UPS,TRK022667,2023-11-20,Cancelled
8297,8297,2024-02-04,DHL,TRK836972,2024-02-08,Delivered
8298,8298,2024-07-05,FedEx,TRK680834,2024-07-11,Shipped
8299,8299,2024-09-15,UPS,TRK954486,2024-09-20,Shipped
8300,8300,2024-04-22,DHL,TRK882438,2024-04-23,Delivered
8301,8301,2024-07-30,FedEx,TRK831424,2024-08-01,Delivered
8302,8302,2024-10-01,UPS,TRK937954,2024-10-04,Delivered
8303,8303,2023-12-05,DHL,TRK205094,2023-12-09,Pending
8304,8304,2024-09-14,FedEx,TRK065321,2024-09-17,Cancelled
8305,8305,2024-03-07,UPS,TRK635443,2024-03-13,Pending
8306,8306,2024-06-18,DHL,TRK195977,2024-06-24,Delivered
8307,8307,2024-02-18,FedEx,TRK247700,2024-02-20,Pending
8308,8308,2024-09-27,UPS,TRK243028,2024-10-03,Pending
8309,8309,2024-02-22,DHL,TRK235691,2024-02-26,Delivered
8310,8310,2024-08-12,FedEx,TRK217051,2024-08-18,Delivered
8311,8311,2024-02-08,UPS,TRK279275,2024-02-14,Delivered
8312,8312,2024-01-04,DHL,TRK428046,2024-01-08,Shipped
8313,8313,2024-02-09,FedEx,TRK853039,2024-02-13,Delivered
8314,8314,2024-08-25,UPS,TRK802987,2024-08-30,Delivered
8315,8315,2024-04-26,DHL,TRK529812,2024-04-30,Shipped
8316,8316,2024-01-09,FedEx,TRK982580,2024-01-14,Delivered
8317,8317,2024-03-16,UPS,TRK994749,2024-03-20,Delivered
8318,8318,2023-11-20,DHL,TRK435785,2023-11-27,Delivered
8319,8319,2024-02-03,FedEx,TRK557996,2024-02-09,Shipped
8320,8320,2024-07-08,UPS,TRK020818,2024-07-14,Shipped
8321,8321,2023-12-15,DHL,TRK840930,2023-12-19,Delivered
8322,8322,2024-08-24,FedEx,TRK656226,2024-08-25,Delivered
8323,8323,2024-06-30,UPS,TRK971365,2024-07-03,Delivered
8324,8324,2024-05-24,DHL,TRK752597,2024-05-27,Delivered
8325,8325,2024-09-18,FedEx,TRK235284,2024-09-20,Pending
8326,8326,2023-12-13,UPS,TRK187833,2023-12-20,Pending
8327,8327,2024-06-20,DHL,TRK369863,2024-06-23,Pending
8328,8328,2024-06-13,FedEx,TRK774656,2024-06-15,Shipped
8329,8329,2024-03-31,UPS,TRK906658,2024-04-03,Delivered
8330,8330,2024-05-07,DHL,TRK188341,2024-05-09,Delivered
8331,8331,2024-09-06,FedEx,TRK108879,2024-09-13,Delivered
8332,8332,2024-09-15,UPS,TRK998128,2024-09-17,Shipped
8333,8333,2024-04-08,DHL,TRK605029,2024-04-16,Pending
8334,8334,2024-03-30,FedEx,TRK512206,2024-04-02,Delivered
8335,8335,2024-05-07,UPS,TRK419657,2024-05-14,Shipped
8336,8336,2023-12-21,DHL,TRK122998,2023-12-22,Shipped
8337,8337,2024-02-24,FedEx,TRK147012,2024-02-27,Pending
8338,8338,2023-11-17,UPS,TRK913100,2023-11-25,Delivered
8339,8339,2024-08-23,DHL,TRK441190,2024-08-26,Shipped
8340,8340,2024-05-06,FedEx,TRK892460,2024-05-07,Pending
8341,8341,2023-12-15,UPS,TRK233597,2023-12-18,Delivered
8342,8342,2024-05-22,DHL,TRK704851,2024-05-29,Shipped
8343,8343,2024-03-13,FedEx,TRK537302,2024-03-17,Delivered
8344,8344,2024-07-15,UPS,TRK005827,2024-07-16,Delivered
8345,8345,2024-02-24,DHL,TRK325276,2024-02-28,Delivered
8346,8346,2024-03-10,FedEx,TRK029859,2024-03-14,Delivered
8347,8347,2023-11-23,UPS,TRK483402,2023-11-27,Cancelled
8348,8348,2023-11-15,DHL,TRK452615,2023-11-18,Pending
8349,8349,2024-03-26,FedEx,TRK073662,2024-03-31,Pending
8350,8350,2024-01-22,UPS,TRK639656,2024-01-24,Pending
8351,8351,2024-05-15,DHL,TRK962513,2024-05-22,Pending
8352,8352,2024-03-24,FedEx,TRK741635,2024-03-29,Pending
8353,8353,2024-05-27,UPS,TRK133606,2024-06-03,Shipped
8354,8354,2023-11-28,DHL,TRK664001,2023-11-30,Shipped
8355,8355,2024-06-13,FedEx,TRK017119,2024-06-20,Delivered
8356,8356,2024-10-03,UPS,TRK610562,2024-10-10,Shipped
8357,8357,2023-11-09,DHL,TRK618994,2023-11-14,Shipped
8358,8358,2024-08-30,FedEx,TRK495828,2024-09-05,Shipped
8359,8359,2024-09-30,UPS,TRK073570,2024-10-07,Delivered
8360,8360,2023-12-31,DHL,TRK043338,2024-01-01,Pending
8361,8361,2024-10-18,FedEx,TRK473301,2024-10-19,Pending
8362,8362,2024-06-28,UPS,TRK936029,2024-06-30,Shipped
8363,8363,2024-10-04,DHL,TRK146760,2024-10-11,Shipped
8364,8364,2024-07-30,FedEx,TRK613094,2024-08-04,Pending
8365,8365,2024-05-10,UPS,TRK527229,2024-05-14,Shipped
8366,8366,2024-01-23,DHL,TRK348008,2024-01-31,Shipped
8367,8367,2024-08-31,FedEx,TRK769960,2024-09-04,Shipped
8368,8368,2023-11-10,UPS,TRK633397,2023-11-12,Delivered
8369,8369,2024-09-22,DHL,TRK690261,2024-09-23,Delivered
8370,8370,2024-07-10,FedEx,TRK360410,2024-07-15,Delivered
8371,8371,2024-10-18,UPS,TRK710671,2024-10-25,Shipped
8372,8372,2024-04-02,DHL,TRK294815,2024-04-09,Delivered
8373,8373,2023-12-12,FedEx,TRK319407,2023-12-15,Delivered
8374,8374,2024-07-08,UPS,TRK539069,2024-07-16,Shipped
8375,8375,2023-12-21,DHL,TRK345800,2023-12-23,Shipped
8376,8376,2023-12-16,FedEx,TRK599943,2023-12-22,Pending
8377,8377,2024-04-21,UPS,TRK642013,2024-04-24,Pending
8378,8378,2024-10-03,DHL,TRK696171,2024-10-10,Delivered
8379,8379,2024-05-12,FedEx,TRK862958,2024-05-18,Cancelled
8380,8380,2024-05-21,UPS,TRK465072,2024-05-29,Delivered
8381,8381,2024-09-06,DHL,TRK718124,2024-09-11,Delivered
8382,8382,2024-08-02,FedEx,TRK389960,2024-08-06,Shipped
8383,8383,2024-04-01,UPS,TRK551466,2024-04-03,Pending
8384,8384,2024-08-09,DHL,TRK311158,2024-08-14,Shipped
8385,8385,2023-11-15,FedEx,TRK473829,2023-11-22,Delivered
8386,8386,2024-08-06,UPS,TRK862925,2024-08-13,Delivered
8387,8387,2024-10-29,DHL,TRK930017,2024-11-03,Shipped
8388,8388,2023-11-22,FedEx,TRK990840,2023-11-26,Cancelled
8389,8389,2024-10-23,UPS,TRK619180,2024-10-30,Shipped
8390,8390,2024-04-25,DHL,TRK083669,2024-04-29,Delivered
8391,8391,2024-05-20,FedEx,TRK529520,2024-05-27,Shipped
8392,8392,2024-01-12,UPS,TRK571235,2024-01-18,Delivered
8393,8393,2024-08-07,DHL,TRK516071,2024-08-13,Delivered
8394,8394,2024-07-02,FedEx,TRK109683,2024-07-05,Delivered
8395,8395,2024-02-10,UPS,TRK106788,2024-02-17,Pending
8396,8396,2024-10-05,DHL,TRK766030,2024-10-11,Pending
8397,8397,2024-08-03,FedEx,TRK530678,2024-08-04,Pending
8398,8398,2024-04-18,UPS,TRK009630,2024-04-23,Shipped
8399,8399,2024-07-13,DHL,TRK247415,2024-07-16,Delivered
8400,8400,2023-12-12,FedEx,TRK812585,2023-12-16,Shipped
8401,8401,2024-09-08,UPS,TRK062516,2024-09-13,Pending
8402,8402,2024-03-04,DHL,TRK481526,2024-03-06,Delivered
8403,8403,2024-04-14,FedEx,TRK625272,2024-04-19,Shipped
8404,8404,2024-04-26,UPS,TRK972164,2024-04-30,Cancelled
8405,8405,2024-03-13,DHL,TRK228323,2024-03-19,Delivered
8406,8406,2024-03-05,FedEx,TRK180468,2024-03-08,Pending
8407,8407,2024-06-14,UPS,TRK023620,2024-06-16,Pending
8408,8408,2024-03-10,DHL,TRK428453,2024-03-11,Pending
8409,8409,2024-04-27,FedEx,TRK582109,2024-04-30,Shipped
8410,8410,2024-06-19,UPS,TRK635243,2024-06-25,Shipped
8411,8411,2024-01-09,DHL,TRK394230,2024-01-12,Pending
8412,8412,2024-10-04,FedEx,TRK968640,2024-10-06,Delivered
8413,8413,2023-12-11,UPS,TRK043384,2023-12-18,Pending
8414,8414,2024-10-17,DHL,TRK286684,2024-10-21,Delivered
8415,8415,2024-05-15,FedEx,TRK636068,2024-05-19,Shipped
8416,8416,2024-06-01,UPS,TRK858138,2024-06-05,Shipped
8417,8417,2024-03-01,DHL,TRK234828,2024-03-07,Shipped
8418,8418,2024-10-05,FedEx,TRK077460,2024-10-07,Shipped
8419,8419,2023-11-14,UPS,TRK151074,2023-11-20,Pending
8420,8420,2024-09-14,DHL,TRK467374,2024-09-19,Delivered
8421,8421,2024-09-10,FedEx,TRK788029,2024-09-11,Delivered
8422,8422,2024-08-25,UPS,TRK252620,2024-08-29,Shipped
8423,8423,2024-08-20,DHL,TRK163786,2024-08-25,Cancelled
8424,8424,2024-06-22,FedEx,TRK975524,2024-06-26,Shipped
8425,8425,2024-09-29,UPS,TRK184123,2024-10-01,Shipped
8426,8426,2024-05-14,DHL,TRK687313,2024-05-16,Delivered
8427,8427,2024-09-06,FedEx,TRK295373,2024-09-13,Pending
8428,8428,2024-06-19,UPS,TRK074233,2024-06-26,Delivered
8429,8429,2024-10-02,DHL,TRK972362,2024-10-05,Delivered
8430,8430,2024-06-25,FedEx,TRK882582,2024-06-26,Delivered
8431,8431,2024-10-08,UPS,TRK485036,2024-10-11,Shipped
8432,8432,2023-12-09,DHL,TRK321934,2023-12-16,Delivered
8433,8433,2023-12-22,FedEx,TRK617886,2023-12-26,Delivered
8434,8434,2023-11-16,UPS,TRK635264,2023-11-22,Pending
8435,8435,2024-10-08,DHL,TRK338308,2024-10-15,Delivered
8436,8436,2024-01-01,FedEx,TRK154198,2024-01-08,Delivered
8437,8437,2024-10-17,UPS,TRK188860,2024-10-19,Delivered
8438,8438,2024-07-09,DHL,TRK812954,2024-07-16,Pending
8439,8439,2023-12-06,FedEx,TRK054556,2023-12-13,Pending
8440,8440,2024-01-04,UPS,TRK473965,2024-01-07,Delivered
8441,8441,2024-01-12,DHL,TRK063956,2024-01-19,Pending
8442,8442,2024-10-07,FedEx,TRK150684,2024-10-08,Delivered
8443,8443,2023-12-07,UPS,TRK588611,2023-12-14,Shipped
8444,8444,2024-11-03,DHL,TRK323131,2024-11-10,Pending
8445,8445,2023-12-14,FedEx,TRK300332,2023-12-20,Shipped
8446,8446,2024-06-21,UPS,TRK868294,2024-06-28,Delivered
8447,8447,2024-09-11,DHL,TRK450957,2024-09-14,Delivered
8448,8448,2024-04-28,FedEx,TRK589561,2024-05-02,Pending
8449,8449,2024-05-12,UPS,TRK745474,2024-05-17,Shipped
8450,8450,2024-06-20,DHL,TRK013847,2024-06-21,Delivered
8451,8451,2024-10-28,FedEx,TRK666629,2024-10-29,Delivered
8452,8452,2024-10-07,UPS,TRK533572,2024-10-13,Pending
8453,8453,2024-06-02,DHL,TRK477467,2024-06-10,Shipped
8454,8454,2024-02-23,FedEx,TRK773163,2024-02-26,Shipped
8455,8455,2024-06-27,UPS,TRK636378,2024-07-04,Delivered
8456,8456,2023-12-19,DHL,TRK088615,2023-12-25,Shipped
8457,8457,2023-11-24,FedEx,TRK017658,2023-11-25,Shipped
8458,8458,2024-04-25,UPS,TRK541603,2024-05-01,Cancelled
8459,8459,2024-01-26,DHL,TRK305507,2024-01-31,Pending
8460,8460,2024-06-03,FedEx,TRK494706,2024-06-11,Pending
8461,8461,2024-06-11,UPS,TRK433619,2024-06-13,Delivered
8462,8462,2024-09-15,DHL,TRK861906,2024-09-16,Shipped
8463,8463,2023-11-19,FedEx,TRK095727,2023-11-21,Delivered
8464,8464,2024-05-20,UPS,TRK480066,2024-05-25,Shipped
8465,8465,2023-12-13,DHL,TRK931420,2023-12-21,Pending
8466,8466,2023-12-25,FedEx,TRK084418,2023-12-29,Shipped
8467,8467,2024-03-14,UPS,TRK733737,2024-03-19,Delivered
8468,8468,2024-04-24,DHL,TRK475391,2024-04-26,Shipped
8469,8469,2024-02-26,FedEx,TRK542001,2024-02-29,Delivered
8470,8470,2023-12-09,UPS,TRK441351,2023-12-15,Delivered
8471,8471,2024-02-02,DHL,TRK247405,2024-02-09,Delivered
8472,8472,2024-03-12,FedEx,TRK567017,2024-03-16,Shipped
8473,8473,2024-06-30,UPS,TRK698427,2024-07-05,Cancelled
8474,8474,2024-08-16,DHL,TRK997547,2024-08-18,Delivered
8475,8475,2024-10-21,FedEx,TRK599840,2024-10-25,Shipped
8476,8476,2024-08-12,UPS,TRK957461,2024-08-18,Delivered
8477,8477,2024-09-22,DHL,TRK927934,2024-09-30,Shipped
8478,8478,2024-04-22,FedEx,TRK360127,2024-04-24,Pending
8479,8479,2024-02-05,UPS,TRK325318,2024-02-08,Shipped
8480,8480,2024-07-02,DHL,TRK738849,2024-07-03,Pending
8481,8481,2023-12-25,FedEx,TRK440889,2023-12-28,Shipped
8482,8482,2024-04-15,UPS,TRK630520,2024-04-18,Pending
8483,8483,2024-08-22,DHL,TRK829442,2024-08-29,Delivered
8484,8484,2024-04-08,FedEx,TRK123557,2024-04-11,Delivered
8485,8485,2024-08-10,UPS,TRK353487,2024-08-15,Shipped
8486,8486,2024-10-03,DHL,TRK364182,2024-10-09,Shipped
8487,8487,2024-07-14,FedEx,TRK850986,2024-07-20,Delivered
8488,8488,2024-04-24,UPS,TRK853235,2024-04-26,Delivered
8489,8489,2023-11-11,DHL,TRK769377,2023-11-18,Delivered
8490,8490,2024-03-20,FedEx,TRK747393,2024-03-24,Delivered
8491,8491,2024-06-14,UPS,TRK020260,2024-06-17,Delivered
8492,8492,2024-09-29,DHL,TRK248619,2024-10-05,Shipped
8493,8493,2024-08-25,FedEx,TRK490555,2024-08-30,Pending
8494,8494,2024-06-17,UPS,TRK535816,2024-06-22,Cancelled
8495,8495,2024-11-02,DHL,TRK383270,2024-11-08,Delivered
8496,8496,2024-07-06,FedEx,TRK742319,2024-07-11,Shipped
8497,8497,2024-02-03,UPS,TRK905931,2024-02-05,Pending
8498,8498,2024-03-05,DHL,TRK433617,2024-03-13,Cancelled
8499,8499,2024-01-28,FedEx,TRK243128,2024-01-30,Pending
8500,8500,2024-01-29,UPS,TRK804886,2024-02-05,Pending
8501,8501,2024-04-20,DHL,TRK840192,2024-04-23,Delivered
8502,8502,2024-01-18,FedEx,TRK599828,2024-01-23,Delivered
8503,8503,2024-03-03,UPS,TRK850448,2024-03-08,Shipped
8504,8504,2024-06-05,DHL,TRK215394,2024-06-07,Delivered
8505,8505,2024-01-22,FedEx,TRK744246,2024-01-25,Shipped
8506,8506,2024-04-18,UPS,TRK799286,2024-04-23,Cancelled
8507,8507,2024-06-01,DHL,TRK741218,2024-06-05,Shipped
8508,8508,2024-07-07,FedEx,TRK778891,2024-07-12,Shipped
8509,8509,2024-04-19,UPS,TRK539497,2024-04-25,Pending
8510,8510,2024-09-12,DHL,TRK155518,2024-09-14,Pending
8511,8511,2024-10-03,FedEx,TRK163866,2024-10-09,Delivered
8512,8512,2023-12-19,UPS,TRK952933,2023-12-25,Shipped
8513,8513,2023-12-24,DHL,TRK055776,2023-12-31,Shipped
8514,8514,2024-04-14,FedEx,TRK415567,2024-04-17,Shipped
8515,8515,2024-10-13,UPS,TRK695862,2024-10-14,Pending
8516,8516,2024-09-10,DHL,TRK118176,2024-09-13,Pending
8517,8517,2024-03-11,FedEx,TRK237656,2024-03-14,Delivered
8518,8518,2024-07-19,UPS,TRK450874,2024-07-25,Delivered
8519,8519,2024-05-04,DHL,TRK788730,2024-05-10,Delivered
8520,8520,2023-11-13,FedEx,TRK785405,2023-11-15,Shipped
8521,8521,2024-02-23,UPS,TRK202353,2024-03-02,Pending
8522,8522,2024-06-11,DHL,TRK025734,2024-06-19,Pending
8523,8523,2024-01-22,FedEx,TRK100683,2024-01-29,Pending
8524,8524,2024-07-05,UPS,TRK098011,2024-07-12,Shipped
8525,8525,2023-12-06,DHL,TRK572170,2023-12-13,Pending
8526,8526,2024-06-25,FedEx,TRK307899,2024-07-01,Shipped
8527,8527,2024-10-23,UPS,TRK290662,2024-10-24,Delivered
8528,8528,2024-03-02,DHL,TRK598983,2024-03-04,Delivered
8529,8529,2024-06-28,FedEx,TRK489502,2024-07-04,Delivered
8530,8530,2024-05-25,UPS,TRK887047,2024-05-28,Shipped
8531,8531,2024-10-10,DHL,TRK692288,2024-10-13,Pending
8532,8532,2024-09-20,FedEx,TRK131998,2024-09-25,Delivered
8533,8533,2024-02-13,UPS,TRK522032,2024-02-18,Delivered
8534,8534,2024-10-13,DHL,TRK250985,2024-10-15,Delivered
8535,8535,2024-04-12,FedEx,TRK044194,2024-04-14,Shipped
8536,8536,2024-05-09,UPS,TRK204762,2024-05-13,Shipped
8537,8537,2024-04-14,DHL,TRK599663,2024-04-20,Delivered
8538,8538,2024-02-20,FedEx,TRK243669,2024-02-25,Cancelled
8539,8539,2024-09-30,UPS,TRK696073,2024-10-04,Delivered
8540,8540,2024-06-13,DHL,TRK747223,2024-06-21,Cancelled
8541,8541,2024-01-07,FedEx,TRK091249,2024-01-09,Delivered
8542,8542,2024-01-12,UPS,TRK499299,2024-01-16,Pending
8543,8543,2024-03-19,DHL,TRK504030,2024-03-26,Shipped
8544,8544,2024-08-26,FedEx,TRK023649,2024-09-01,Shipped
8545,8545,2024-10-18,UPS,TRK781900,2024-10-20,Delivered
8546,8546,2024-10-30,DHL,TRK489326,2024-11-04,Shipped
8547,8547,2024-08-30,FedEx,TRK407799,2024-09-03,Delivered
8548,8548,2024-10-04,UPS,TRK145177,2024-10-07,Delivered
8549,8549,2023-12-05,DHL,TRK699889,2023-12-10,Shipped
8550,8550,2023-12-24,FedEx,TRK208878,2023-12-28,Shipped
8551,8551,2024-10-21,UPS,TRK148459,2024-10-23,Pending
8552,8552,2024-04-06,DHL,TRK954732,2024-04-14,Shipped
8553,8553,2024-05-17,FedEx,TRK985052,2024-05-21,Pending
8554,8554,2024-06-03,UPS,TRK954171,2024-06-10,Delivered
8555,8555,2024-10-25,DHL,TRK006563,2024-11-02,Delivered
8556,8556,2024-04-04,FedEx,TRK557533,2024-04-11,Delivered
8557,8557,2024-01-27,UPS,TRK911687,2024-01-30,Delivered
8558,8558,2024-03-29,DHL,TRK377845,2024-04-03,Delivered
8559,8559,2024-01-25,FedEx,TRK162902,2024-01-28,Shipped
8560,8560,2024-03-04,UPS,TRK701344,2024-03-07,Delivered
8561,8561,2024-01-26,DHL,TRK660542,2024-01-28,Delivered
8562,8562,2024-03-21,FedEx,TRK247378,2024-03-27,Shipped
8563,8563,2024-04-29,UPS,TRK515940,2024-05-01,Shipped
8564,8564,2024-05-10,DHL,TRK095715,2024-05-18,Delivered
8565,8565,2024-07-30,FedEx,TRK272557,2024-08-05,Delivered
8566,8566,2024-05-20,UPS,TRK043456,2024-05-26,Delivered
8567,8567,2024-09-26,DHL,TRK708689,2024-09-30,Delivered
8568,8568,2024-06-25,FedEx,TRK104905,2024-06-30,Delivered
8569,8569,2024-05-12,UPS,TRK720850,2024-05-20,Pending
8570,8570,2024-03-23,DHL,TRK327694,2024-03-26,Delivered
8571,8571,2023-11-13,FedEx,TRK530675,2023-11-21,Shipped
8572,8572,2024-08-20,UPS,TRK113450,2024-08-23,Pending
8573,8573,2024-03-21,DHL,TRK452888,2024-03-23,Pending
8574,8574,2024-08-19,FedEx,TRK076760,2024-08-24,Delivered
8575,8575,2023-12-14,UPS,TRK036194,2023-12-18,Delivered
8576,8576,2023-11-19,DHL,TRK345078,2023-11-26,Delivered
8577,8577,2024-02-08,FedEx,TRK705782,2024-02-12,Delivered
8578,8578,2024-08-20,UPS,TRK558272,2024-08-27,Pending
