payment_id,order_id,payment_method,amount,transaction_status
8771,8771,Credit Card,322.26,Completed
8772,8772,Credit Card,723.87,Completed
8773,8773,Credit Card,312.60,Completed
8774,8774,Credit Card,941.40,Completed
8775,8775,Credit Card,585.84,Completed
8776,8776,Credit Card,2.22,Completed
8777,8777,Credit Card,78.51,Completed
8778,8778,Credit Card,340.08,Completed
8779,8779,Credit Card,432.81,Completed
8780,8780,Credit Card,342.12,Completed
8781,8781,Credit Card,2.44,Completed
8782,8782,Credit Card,67.47,Completed
8783,8783,Credit Card,35.64,Completed
8784,8784,Credit Card,426.30,Completed
8785,8785,Credit Card,6.24,Completed
8786,8786,Credit Card,82.62,Completed
8787,8787,Credit Card,126.24,Completed
8788,8788,Credit Card,339.24,Completed
8789,8789,Credit Card,605.76,Completed
8790,8790,Credit Card,622.40,Completed
8791,8791,Credit Card,201.30,Completed
8792,8792,Credit Card,205.95,Completed
8793,8793,Credit Card,145.32,Completed
8794,8794,Credit Card,148.48,Completed
8795,8795,Credit Card,918.20,Completed
8796,8796,Credit Card,246.25,Completed
8797,8797,Credit Card,2.99,Completed
8798,8798,Credit Card,70.17,Completed
8799,8799,Credit Card,963.10,Completed
8800,8800,Credit Card,72.00,Completed
8801,8801,Credit Card,222.65,Completed
8802,8802,Credit Card,588.00,Completed
8803,8803,Credit Card,155.24,Completed
8804,8804,Credit Card,23.74,Completed
8805,8805,Credit Card,320.28,Completed
8806,8806,Credit Card,435.96,Completed
8807,8807,Credit Card,480.20,Completed
8808,8808,Credit Card,337.56,Completed
8809,8809,Credit Card,70.59,Completed
8810,8810,Credit Card,210.15,Completed
8811,8811,Credit Card,472.43,Completed
8812,8812,Credit Card,23.02,Completed
8813,8813,Credit Card,622.56,Completed
8814,8814,Credit Card,70.65,Completed
8815,8815,Credit Card,564.96,Completed
8816,8816,Credit Card,211.90,Completed
8817,8817,Credit Card,73.35,Completed
8818,8818,Credit Card,2.43,Completed
8819,8819,Credit Card,320.34,Completed
8820,8820,Credit Card,6.38,Completed
8821,8821,Credit Card,239.70,Completed
8822,8822,Credit Card,634.48,Completed
8823,8823,Credit Card,71.85,Completed
8824,8824,Credit Card,74.79,Completed
8825,8825,Credit Card,7.00,Completed
8826,8826,Credit Card,89.31,Completed
8827,8827,Credit Card,4.85,Completed
8828,8828,Credit Card,986.60,Completed
8829,8829,Credit Card,230.85,Completed
8830,8830,Credit Card,773.64,Completed
8831,8831,Credit Card,85.23,Completed
8832,8832,Credit Card,305.94,Completed
8833,8833,Credit Card,2.12,Completed
8834,8834,Credit Card,569.20,Completed
8835,8835,Credit Card,28.24,Completed
8836,8836,Credit Card,218.60,Completed
8837,8837,Credit Card,563.20,Completed
8838,8838,Credit Card,135.20,Completed
8839,8839,Credit Card,36.76,Completed
8840,8840,Credit Card,614.80,Completed
8841,8841,Credit Card,66.09,Completed
8842,8842,Credit Card,142.48,Completed
8843,8843,Credit Card,219.55,Completed
8844,8844,Credit Card,956.20,Completed
8845,8845,Credit Card,310.32,Completed
8846,8846,Credit Card,142.20,Completed
8847,8847,Credit Card,33.20,Completed
8848,8848,Credit Card,61.14,Completed
8849,8849,Credit Card,136.88,Completed
8850,8850,Credit Card,796.41,Completed
8851,8851,Credit Card,324.60,Completed
8852,8852,Credit Card,31.46,Completed
8853,8853,Credit Card,310.32,Completed
8854,8854,Credit Card,214.85,Completed
8855,8855,Credit Card,428.61,Completed
8856,8856,Credit Card,591.28,Completed
8857,8857,Credit Card,4.55,Completed
8858,8858,Credit Card,201.75,Completed
8859,8859,Credit Card,2.50,Completed
8860,8860,Credit Card,789.84,Completed
8861,8861,Credit Card,445.06,Completed
8862,8862,Credit Card,631.20,Completed
8863,8863,Credit Card,148.12,Completed
8864,8864,Credit Card,81.81,Completed
8865,8865,Credit Card,8.21,Completed
8866,8866,Credit Card,4.95,Completed
8867,8867,Credit Card,999.00,Completed
8868,8868,Credit Card,36.74,Completed
8869,8869,Credit Card,32.40,Completed
8870,8870,Credit Card,446.46,Completed
8871,8871,Credit Card,3.35,Completed
8872,8872,Credit Card,127.84,Completed
8873,8873,Credit Card,212.30,Completed
8874,8874,Credit Card,131.96,Completed
8875,8875,Credit Card,60.09,Completed
8876,8876,Credit Card,466.55,Completed
8877,8877,Credit Card,0.10,Completed
8878,8878,Credit Card,72.78,Completed
8879,8879,Credit Card,26.16,Completed
8880,8880,Credit Card,638.16,Completed
8881,8881,Credit Card,68.73,Completed
8882,8882,Credit Card,318.48,Completed
8883,8883,Credit Card,607.60,Completed
8884,8884,Credit Card,747.81,Completed
8885,8885,Credit Card,6.22,Completed
8886,8886,Credit Card,626.56,Completed
8887,8887,Credit Card,423.57,Completed
8888,8888,Credit Card,800.82,Completed
8889,8889,Credit Card,760.77,Completed
8890,8890,Credit Card,577.36,Completed
8891,8891,Credit Card,236.70,Completed
8892,8892,Credit Card,591.76,Completed
8893,8893,Credit Card,140.60,Completed
8894,8894,Credit Card,438.69,Completed
8895,8895,Credit Card,475.30,Completed
8896,8896,Credit Card,323.88,Completed
8897,8897,Credit Card,69.84,Completed
8898,8898,Credit Card,4.97,Completed
8899,8899,Credit Card,6.76,Completed
8900,8900,Credit Card,152.12,Completed
8901,8901,Credit Card,445.90,Completed
8902,8902,Credit Card,86.61,Completed
8903,8903,Credit Card,991.50,Completed
8904,8904,Credit Card,77.64,Completed
8905,8905,Credit Card,147.04,Completed
8906,8906,Credit Card,968.40,Completed
8907,8907,Credit Card,248.50,Completed
8908,8908,Credit Card,993.10,Completed
8909,8909,Credit Card,223.45,Completed
8910,8910,Credit Card,28.92,Completed
8911,8911,Credit Card,151.28,Completed
8912,8912,Credit Card,574.24,Completed
8913,8913,Credit Card,37.28,Completed
8914,8914,Credit Card,154.84,Completed
8915,8915,Credit Card,204.85,Completed
8916,8916,Credit Card,606.72,Completed
8917,8917,Credit Card,75.96,Completed
8918,8918,Credit Card,341.10,Completed
8919,8919,Credit Card,985.10,Completed
8920,8920,Credit Card,132.64,Completed
8921,8921,Credit Card,31.20,Completed
8922,8922,Credit Card,4.40,Completed
8923,8923,Credit Card,21.70,Completed
8924,8924,Credit Card,349.92,Completed
8925,8925,Credit Card,355.32,Completed
8926,8926,Credit Card,723.69,Completed
8927,8927,Credit Card,227.60,Completed
8928,8928,Credit Card,73.68,Completed
8929,8929,Credit Card,632.64,Completed
8930,8930,Credit Card,725.58,Completed
8931,8931,Credit Card,228.65,Completed
8932,8932,Credit Card,155.68,Completed
8933,8933,Credit Card,38.94,Completed
8934,8934,Credit Card,145.80,Completed
8935,8935,Credit Card,35.66,Completed
8936,8936,Credit Card,597.52,Completed
8937,8937,Credit Card,316.92,Completed
8938,8938,Credit Card,766.80,Completed
8939,8939,Credit Card,65.82,Completed
8940,8940,Credit Card,20.74,Completed
8941,8941,Credit Card,988.80,Completed
8942,8942,Credit Card,921.60,Completed
8943,8943,Credit Card,420.77,Completed
8944,8944,Credit Card,332.28,Completed
8945,8945,Credit Card,245.95,Completed
8946,8946,Credit Card,998.20,Completed
8947,8947,Credit Card,88.98,Completed
8948,8948,Credit Card,466.90,Completed
8949,8949,Credit Card,73.59,Completed
8950,8950,Credit Card,923.30,Completed
8951,8951,Credit Card,789.93,Completed
8952,8952,Credit Card,248.50,Completed
8953,8953,Credit Card,128.00,Completed
8954,8954,Credit Card,86.67,Completed
8955,8955,Credit Card,477.82,Completed
8956,8956,Credit Card,301.62,Completed
8957,8957,Credit Card,726.39,Completed
8958,8958,Credit Card,75.93,Completed
8959,8959,Credit Card,322.74,Completed
8960,8960,Credit Card,756.54,Completed
8961,8961,Credit Card,87.93,Completed
8962,8962,Credit Card,33.68,Completed
8963,8963,Credit Card,803.43,Completed
8964,8964,Credit Card,36.28,Completed
8965,8965,Credit Card,348.90,Completed
8966,8966,Credit Card,471.66,Completed
8967,8967,Credit Card,140.92,Completed
8968,8968,Credit Card,936.20,Completed
8969,8969,Credit Card,124.32,Completed
8970,8970,Credit Card,454.02,Completed
8971,8971,Credit Card,208.85,Completed
8972,8972,Credit Card,37.06,Completed
8973,8973,Credit Card,922.20,Completed
8974,8974,Credit Card,798.75,Completed
8975,8975,Credit Card,792.00,Completed
8976,8976,Credit Card,75.57,Completed
8977,8977,Credit Card,0.29,Completed
8978,8978,Credit Card,458.29,Completed
8979,8979,Credit Card,485.38,Completed
8980,8980,Credit Card,733.50,Completed
8981,8981,Credit Card,120.88,Completed
8982,8982,Credit Card,36.52,Completed
8983,8983,Credit Card,475.58,Completed
8984,8984,Credit Card,146.80,Completed
8985,8985,Credit Card,84.75,Completed
8986,8986,Credit Card,595.92,Completed
8987,8987,Credit Card,993.20,Completed
8988,8988,Credit Card,637.04,Completed
8989,8989,Credit Card,31.84,Completed
8990,8990,Credit Card,431.69,Completed
8991,8991,Credit Card,579.76,Completed
8992,8992,Credit Card,39.22,Completed
8993,8993,Credit Card,756.72,Completed
8994,8994,Credit Card,754.11,Completed
8995,8995,Credit Card,234.45,Completed
8996,8996,Credit Card,300.30,Completed
8997,8997,Credit Card,39.78,Completed
8998,8998,Credit Card,218.45,Completed
8999,8999,Credit Card,31.26,Completed
9000,9000,Credit Card,791.37,Completed
9001,9001,Credit Card,7.26,Completed
9002,9002,Credit Card,63.72,Completed
9003,9003,Credit Card,138.48,Completed
9004,9004,Credit Card,951.00,Completed
9005,9005,Credit Card,88.32,Completed
9006,9006,Credit Card,803.61,Completed
9007,9007,Credit Card,974.60,Completed
9008,9008,Credit Card,985.60,Completed
9009,9009,Credit Card,131.28,Completed
9010,9010,Credit Card,158.68,Completed
9011,9011,Credit Card,426.58,Completed
9012,9012,Credit Card,222.00,Completed
9013,9013,Credit Card,2.48,Completed
9014,9014,Credit Card,573.52,Completed
9015,9015,Credit Card,725.94,Completed
9016,9016,Credit Card,777.42,Completed
9017,9017,Credit Card,66.39,Completed
9018,9018,Credit Card,86.52,Completed
9019,9019,Credit Card,569.84,Completed
9020,9020,Credit Card,581.04,Completed
9021,9021,Credit Card,973.90,Completed
9022,9022,Credit Card,38.52,Completed
9023,9023,Credit Card,23.02,Completed
9024,9024,Credit Card,735.93,Completed
9025,9025,Credit Card,34.16,Completed
9026,9026,Credit Card,355.56,Completed
9027,9027,Credit Card,922.50,Completed
9028,9028,Credit Card,791.28,Completed
9029,9029,Credit Card,800.28,Completed
9030,9030,Credit Card,790.83,Completed
9031,9031,Credit Card,137.76,Completed
9032,9032,Credit Card,28.80,Completed
9033,9033,Credit Card,342.06,Completed
9034,9034,Credit Card,235.95,Completed
9035,9035,Credit Card,149.48,Completed
9036,9036,Credit Card,421.40,Completed
9037,9037,Credit Card,3.01,Completed
9038,9038,Credit Card,900.40,Completed
9039,9039,Credit Card,0.98,Completed
9040,9040,Credit Card,213.65,Completed
9041,9041,Credit Card,336.12,Completed
9042,9042,Credit Card,4.74,Completed
9043,9043,Credit Card,9.77,Completed
9044,9044,Credit Card,7.19,Completed
9045,9045,Credit Card,608.88,Completed
9046,9046,Credit Card,73.83,Completed
9047,9047,Credit Card,20.34,Completed
9048,9048,Credit Card,761.22,Completed
9049,9049,Credit Card,337.68,Completed
9050,9050,Credit Card,202.45,Completed
9051,9051,Credit Card,563.28,Completed
9052,9052,Credit Card,353.76,Completed
9053,9053,Credit Card,29.58,Completed
9054,9054,Credit Card,621.44,Completed
9055,9055,Credit Card,800.37,Completed
9056,9056,Credit Card,22.30,Completed
9057,9057,Credit Card,608.32,Completed
9058,9058,Credit Card,902.80,Completed
9059,9059,Credit Card,229.05,Completed
9060,9060,Credit Card,300.30,Completed
9061,9061,Credit Card,0.41,Completed
9062,9062,Credit Card,924.90,Completed
9063,9063,Credit Card,128.28,Completed
9064,9064,Credit Card,27.84,Completed
9065,9065,Credit Card,66.66,Completed
9066,9066,Credit Card,320.34,Completed
9067,9067,Credit Card,976.10,Completed
9068,9068,Credit Card,347.46,Completed
9069,9069,Credit Card,351.84,Completed
9070,9070,Credit Card,624.56,Completed
9071,9071,Credit Card,125.52,Completed
9072,9072,Credit Card,482.65,Completed
9073,9073,Credit Card,631.12,Completed
9074,9074,Credit Card,225.35,Completed
9075,9075,Credit Card,566.24,Completed
9076,9076,Credit Card,73.41,Completed
9077,9077,Credit Card,233.00,Completed
9078,9078,Credit Card,159.80,Completed
9079,9079,Credit Card,346.20,Completed
9080,9080,Credit Card,324.66,Completed
9081,9081,Credit Card,156.28,Completed
9082,9082,Credit Card,23.40,Completed
9083,9083,Credit Card,6.13,Completed
9084,9084,Credit Card,344.16,Completed
9085,9085,Credit Card,354.06,Completed
9086,9086,Credit Card,919.10,Completed
9087,9087,Credit Card,202.20,Completed
9088,9088,Credit Card,611.36,Completed
9089,9089,Credit Card,222.15,Completed
9090,9090,Credit Card,29.98,Completed
9091,9091,Credit Card,244.95,Completed
9092,9092,Credit Card,804.96,Completed
9093,9093,Credit Card,61.20,Completed
9094,9094,Credit Card,625.20,Completed
9095,9095,Credit Card,739.44,Completed
9096,9096,Credit Card,590.88,Completed
9097,9097,Credit Card,449.12,Completed
9098,9098,Credit Card,344.76,Completed
9099,9099,Credit Card,948.70,Completed
9100,9100,Credit Card,87.51,Completed
9101,9101,Credit Card,7.08,Completed
9102,9102,Credit Card,589.04,Completed
9103,9103,Credit Card,946.40,Completed
9104,9104,Credit Card,121.84,Completed
9105,9105,Credit Card,469.14,Completed
9106,9106,Credit Card,87.24,Completed
9107,9107,Credit Card,337.92,Completed
9108,9108,Credit Card,23.94,Completed
9109,9109,Credit Card,127.84,Completed
9110,9110,Credit Card,89.85,Completed
9111,9111,Credit Card,77.52,Completed
9112,9112,Credit Card,25.08,Completed
9113,9113,Credit Card,623.44,Completed
9114,9114,Credit Card,32.32,Completed
9115,9115,Credit Card,749.97,Completed
9116,9116,Credit Card,23.70,Completed
9117,9117,Credit Card,211.05,Completed
9118,9118,Credit Card,808.47,Completed
9119,9119,Credit Card,968.40,Completed
9120,9120,Credit Card,225.60,Completed
9121,9121,Credit Card,159.12,Completed
9122,9122,Credit Card,73.44,Completed
9123,9123,Credit Card,28.90,Completed
9124,9124,Credit Card,776.07,Completed
9125,9125,Credit Card,25.12,Completed
9126,9126,Credit Card,422.94,Completed
9127,9127,Credit Card,344.76,Completed
9128,9128,Credit Card,912.30,Completed
9129,9129,Credit Card,358.80,Completed
9130,9130,Credit Card,62.49,Completed
9131,9131,Credit Card,5.23,Completed
9132,9132,Credit Card,86.70,Completed
9133,9133,Credit Card,455.07,Completed
9134,9134,Credit Card,27.02,Completed
9135,9135,Credit Card,219.55,Completed
9136,9136,Credit Card,933.80,Completed
9137,9137,Credit Card,0.27,Completed
9138,9138,Credit Card,353.94,Completed
9139,9139,Credit Card,733.32,Completed
9140,9140,Credit Card,456.68,Completed
9141,9141,Credit Card,72.72,Completed
9142,9142,Credit Card,148.20,Completed
9143,9143,Credit Card,128.76,Completed
9144,9144,Credit Card,301.20,Completed
9145,9145,Credit Card,241.75,Completed
9146,9146,Credit Card,3.11,Completed
9147,9147,Credit Card,809.46,Completed
9148,9148,Credit Card,447.72,Completed
9149,9149,Credit Card,975.80,Completed
9150,9150,Credit Card,213.75,Completed
9151,9151,Credit Card,205.50,Completed
9152,9152,Credit Card,9.65,Completed
9153,9153,Credit Card,143.80,Completed
9154,9154,Credit Card,215.10,Completed
9155,9155,Credit Card,925.10,Completed
9156,9156,Credit Card,944.30,Completed
9157,9157,Credit Card,9.33,Completed
9158,9158,Credit Card,81.39,Completed
9159,9159,Credit Card,751.95,Completed
9160,9160,Credit Card,71.94,Completed
9161,9161,Credit Card,430.43,Completed
9162,9162,Credit Card,614.72,Completed
9163,9163,Credit Card,607.12,Completed
9164,9164,Credit Card,1.93,Completed
9165,9165,Credit Card,32.68,Completed
9166,9166,Credit Card,30.56,Completed
9167,9167,Credit Card,203.25,Completed
9168,9168,Credit Card,202.50,Completed
9169,9169,Credit Card,61.17,Completed
9170,9170,Credit Card,80.01,Completed
9171,9171,Credit Card,218.35,Completed
9172,9172,Credit Card,132.20,Completed
9173,9173,Credit Card,907.40,Completed
9174,9174,Credit Card,635.60,Completed
9175,9175,Credit Card,137.92,Completed
9176,9176,Credit Card,431.69,Completed
9177,9177,Credit Card,620.56,Completed
9178,9178,Credit Card,4.72,Completed
9179,9179,Credit Card,776.16,Completed
9180,9180,Credit Card,66.36,Completed
9181,9181,Credit Card,0.89,Completed
9182,9182,Credit Card,244.40,Completed
9183,9183,Credit Card,8.02,Completed
9184,9184,Credit Card,908.20,Completed
9185,9185,Credit Card,5.01,Completed
9186,9186,Credit Card,437.08,Completed
9187,9187,Credit Card,472.36,Completed
9188,9188,Credit Card,26.64,Completed
9189,9189,Credit Card,582.56,Completed
9190,9190,Credit Card,76.53,Completed
9191,9191,Credit Card,720.99,Completed
9192,9192,Credit Card,311.82,Completed
9193,9193,Credit Card,462.49,Completed
9194,9194,Credit Card,246.70,Completed
9195,9195,Credit Card,129.08,Completed
9196,9196,Credit Card,575.52,Completed
9197,9197,Credit Card,236.95,Completed
9198,9198,Credit Card,746.91,Completed
9199,9199,Credit Card,727.02,Completed
9200,9200,Credit Card,724.95,Completed
9201,9201,Credit Card,147.32,Completed
9202,9202,Credit Card,7.58,Completed
9203,9203,Credit Card,156.44,Completed
9204,9204,Credit Card,4.04,Completed
9205,9205,Credit Card,949.20,Completed
9206,9206,Credit Card,155.76,Completed
9207,9207,Credit Card,725.58,Completed
9208,9208,Credit Card,307.92,Completed
9209,9209,Credit Card,318.60,Completed
9210,9210,Credit Card,341.76,Completed
9211,9211,Credit Card,468.65,Completed
9212,9212,Credit Card,27.66,Completed
9213,9213,Credit Card,350.76,Completed
9214,9214,Credit Card,304.32,Completed
9215,9215,Credit Card,575.76,Completed
9216,9216,Credit Card,335.64,Completed
9217,9217,Credit Card,23.40,Completed
9218,9218,Credit Card,8.37,Completed
9219,9219,Credit Card,82.17,Completed
9220,9220,Credit Card,222.10,Completed
9221,9221,Credit Card,344.94,Completed
9222,9222,Credit Card,987.80,Completed
9223,9223,Credit Card,733.86,Completed
9224,9224,Credit Card,765.27,Completed
9225,9225,Credit Card,141.68,Completed
9226,9226,Credit Card,34.12,Completed
9227,9227,Credit Card,569.68,Completed
9228,9228,Credit Card,638.00,Completed
9229,9229,Credit Card,34.96,Completed
9230,9230,Credit Card,83.40,Completed
9231,9231,Credit Card,620.80,Completed
9232,9232,Credit Card,586.48,Completed
9233,9233,Credit Card,751.41,Completed
9234,9234,Credit Card,310.50,Completed
9235,9235,Credit Card,37.90,Completed
9236,9236,Credit Card,230.85,Completed
9237,9237,Credit Card,79.05,Completed
9238,9238,Credit Card,329.28,Completed
9239,9239,Credit Card,5.21,Completed
9240,9240,Credit Card,970.80,Completed
9241,9241,Credit Card,604.96,Completed
9242,9242,Credit Card,942.60,Completed
9243,9243,Credit Card,122.72,Completed
9244,9244,Credit Card,356.70,Completed
9245,9245,Credit Card,239.35,Completed
9246,9246,Credit Card,742.32,Completed
9247,9247,Credit Card,75.33,Completed
9248,9248,Credit Card,965.90,Completed
9249,9249,Credit Card,801.27,Completed
9250,9250,Credit Card,134.60,Completed
9251,9251,Credit Card,4.08,Completed
9252,9252,Credit Card,3.56,Completed
9253,9253,Credit Card,326.76,Completed
9254,9254,Credit Card,158.16,Completed
9255,9255,Credit Card,71.85,Completed
9256,9256,Credit Card,9.99,Completed
9257,9257,Credit Card,152.76,Completed
9258,9258,Credit Card,28.60,Completed
9259,9259,Credit Card,345.42,Completed
9260,9260,Credit Card,482.23,Completed
9261,9261,Credit Card,325.26,Completed
9262,9262,Credit Card,339.00,Completed
9263,9263,Credit Card,794.70,Completed
9264,9264,Credit Card,984.80,Completed
9265,9265,Credit Card,68.94,Completed
9266,9266,Credit Card,29.58,Completed
9267,9267,Credit Card,248.10,Completed
9268,9268,Credit Card,6.10,Completed
9269,9269,Credit Card,753.57,Completed
9270,9270,Credit Card,241.50,Completed
9271,9271,Credit Card,138.20,Completed
9272,9272,Credit Card,940.10,Completed
9273,9273,Credit Card,5.36,Completed
9274,9274,Credit Card,209.85,Completed
9275,9275,Credit Card,349.80,Completed
9276,9276,Credit Card,27.42,Completed
9277,9277,Credit Card,445.27,Completed
9278,9278,Credit Card,146.88,Completed
9279,9279,Credit Card,202.10,Completed
9280,9280,Credit Card,22.42,Completed
9281,9281,Credit Card,84.33,Completed
9282,9282,Credit Card,66.51,Completed
9283,9283,Credit Card,341.94,Completed
9284,9284,Credit Card,429.73,Completed
9285,9285,Credit Card,22.54,Completed
9286,9286,Credit Card,89.67,Completed
9287,9287,Credit Card,137.36,Completed
9288,9288,Credit Card,308.94,Completed
9289,9289,Credit Card,151.60,Completed
9290,9290,Credit Card,959.60,Completed
9291,9291,Credit Card,62.28,Completed
9292,9292,Credit Card,457.87,Completed
9293,9293,Credit Card,311.76,Completed
9294,9294,Credit Card,7.06,Completed
9295,9295,Credit Card,229.95,Completed
9296,9296,Credit Card,39.80,Completed
9297,9297,Credit Card,463.33,Completed
9298,9298,Credit Card,230.20,Completed
9299,9299,Credit Card,22.08,Completed
9300,9300,Credit Card,456.54,Completed
9301,9301,Credit Card,305.04,Completed
9302,9302,Credit Card,424.97,Completed
9303,9303,Credit Card,25.50,Completed
9304,9304,Credit Card,82.05,Completed
9305,9305,Credit Card,610.24,Completed
9306,9306,Credit Card,955.90,Completed
9307,9307,Credit Card,0.88,Completed
9308,9308,Credit Card,328.56,Completed
9309,9309,Credit Card,610.88,Completed
9310,9310,Credit Card,583.44,Completed
9311,9311,Credit Card,993.00,Completed
9312,9312,Credit Card,135.16,Completed
9313,9313,Credit Card,732.24,Completed
9314,9314,Credit Card,473.62,Completed
9315,9315,Credit Card,345.84,Completed
9316,9316,Credit Card,485.80,Completed
9317,9317,Credit Card,243.60,Completed
9318,9318,Credit Card,456.68,Completed
9319,9319,Credit Card,572.56,Completed
9320,9320,Credit Card,27.44,Completed
9321,9321,Credit Card,735.48,Completed
9322,9322,Credit Card,150.80,Completed
9323,9323,Credit Card,579.76,Completed
9324,9324,Credit Card,73.47,Completed
9325,9325,Credit Card,771.03,Completed
9326,9326,Credit Card,445.34,Completed
9327,9327,Credit Card,604.16,Completed
9328,9328,Credit Card,38.32,Completed
9329,9329,Credit Card,630.56,Completed
9330,9330,Credit Card,915.80,Completed
9331,9331,Credit Card,235.20,Completed
9332,9332,Credit Card,356.16,Completed
9333,9333,Credit Card,574.24,Completed
9334,9334,Credit Card,353.40,Completed
9335,9335,Credit Card,6.79,Completed
9336,9336,Credit Card,596.64,Completed
9337,9337,Credit Card,336.36,Completed
9338,9338,Credit Card,610.80,Completed
9339,9339,Credit Card,475.58,Completed
9340,9340,Credit Card,226.95,Completed
9341,9341,Credit Card,303.12,Completed
9342,9342,Credit Card,5.66,Completed
9343,9343,Credit Card,471.80,Completed
9344,9344,Credit Card,304.68,Completed
9345,9345,Credit Card,900.60,Completed
9346,9346,Credit Card,598.72,Completed
9347,9347,Credit Card,578.24,Completed
9348,9348,Credit Card,62.85,Completed
9349,9349,Credit Card,471.45,Completed
9350,9350,Credit Card,85.32,Completed
9351,9351,Credit Card,203.10,Completed
9352,9352,Credit Card,618.88,Completed
9353,9353,Credit Card,914.90,Completed
9354,9354,Credit Card,83.40,Completed
9355,9355,Credit Card,246.10,Completed
9356,9356,Credit Card,483.00,Completed
9357,9357,Credit Card,439.95,Completed
9358,9358,Credit Card,579.12,Completed
9359,9359,Credit Card,612.72,Completed
9360,9360,Credit Card,972.00,Completed
9361,9361,Credit Card,353.46,Completed
9362,9362,Credit Card,301.44,Completed
9363,9363,Credit Card,73.77,Completed
9364,9364,Credit Card,986.70,Completed
9365,9365,Credit Card,73.50,Completed
9366,9366,Credit Card,994.00,Completed
9367,9367,Credit Card,22.78,Completed
9368,9368,Credit Card,7.89,Completed
9369,9369,Credit Card,318.72,Completed
9370,9370,Credit Card,214.45,Completed
9371,9371,Credit Card,904.00,Completed
9372,9372,Credit Card,766.17,Completed
9373,9373,Credit Card,323.76,Completed
9374,9374,Credit Card,242.95,Completed
9375,9375,Credit Card,423.57,Completed
9376,9376,Credit Card,213.15,Completed
9377,9377,Credit Card,8.68,Completed
9378,9378,Credit Card,349.86,Completed
9379,9379,Credit Card,464.52,Completed
9380,9380,Credit Card,436.31,Completed
9381,9381,Credit Card,1.55,Completed
9382,9382,Credit Card,148.92,Completed
9383,9383,Credit Card,592.32,Completed
9384,9384,Credit Card,475.09,Completed
9385,9385,Credit Card,131.48,Completed
9386,9386,Credit Card,31.06,Completed
9387,9387,Credit Card,3.85,Completed
9388,9388,Credit Card,221.65,Completed
9389,9389,Credit Card,4.63,Completed
9390,9390,Credit Card,572.80,Completed
9391,9391,Credit Card,720.09,Completed
9392,9392,Credit Card,627.68,Completed
9393,9393,Credit Card,4.84,Completed
9394,9394,Credit Card,25.68,Completed
9395,9395,Credit Card,324.42,Completed
9396,9396,Credit Card,146.80,Completed
9397,9397,Credit Card,440.51,Completed
9398,9398,Credit Card,1.61,Completed
9399,9399,Credit Card,33.40,Completed
9400,9400,Credit Card,327.30,Completed
9401,9401,Credit Card,751.14,Completed
9402,9402,Credit Card,567.28,Completed
9403,9403,Credit Card,64.71,Completed
9404,9404,Credit Card,145.76,Completed
9405,9405,Credit Card,618.16,Completed
9406,9406,Credit Card,960.40,Completed
9407,9407,Credit Card,152.00,Completed
9408,9408,Credit Card,629.20,Completed
9409,9409,Credit Card,88.20,Completed
9410,9410,Credit Card,83.64,Completed
9411,9411,Credit Card,36.84,Completed
9412,9412,Credit Card,330.06,Completed
9413,9413,Credit Card,83.82,Completed
9414,9414,Credit Card,7.88,Completed
9415,9415,Credit Card,442.33,Completed
9416,9416,Credit Card,206.15,Completed
9417,9417,Credit Card,720.90,Completed
9418,9418,Credit Card,218.45,Completed
9419,9419,Credit Card,963.60,Completed
9420,9420,Credit Card,4.83,Completed
9421,9421,Credit Card,9.92,Completed
9422,9422,Credit Card,741.96,Completed
9423,9423,Credit Card,34.50,Completed
9424,9424,Credit Card,998.20,Completed
9425,9425,Credit Card,239.10,Completed
9426,9426,Credit Card,574.64,Completed
9427,9427,Credit Card,138.52,Completed
9428,9428,Credit Card,959.70,Completed
9429,9429,Credit Card,124.32,Completed
9430,9430,Credit Card,720.81,Completed
9431,9431,Credit Card,135.60,Completed
9432,9432,Credit Card,213.80,Completed
9433,9433,Credit Card,915.80,Completed
9434,9434,Credit Card,306.06,Completed
9435,9435,Credit Card,0.93,Completed
9436,9436,Credit Card,453.53,Completed
9437,9437,Credit Card,2.82,Completed
9438,9438,Credit Card,2.04,Completed
9439,9439,Credit Card,64.02,Completed
9440,9440,Credit Card,1.55,Completed
9441,9441,Credit Card,638.64,Completed
9442,9442,Credit Card,330.00,Completed
9443,9443,Credit Card,623.36,Completed
9444,9444,Credit Card,79.53,Completed
9445,9445,Credit Card,450.17,Completed
9446,9446,Credit Card,771.21,Completed
9447,9447,Credit Card,156.08,Completed
9448,9448,Credit Card,308.94,Completed
9449,9449,Credit Card,1.68,Completed
9450,9450,Credit Card,332.28,Completed
9451,9451,Credit Card,123.76,Completed
9452,9452,Credit Card,435.40,Completed
9453,9453,Credit Card,239.05,Completed
9454,9454,Credit Card,470.61,Completed
9455,9455,Credit Card,612.88,Completed
9456,9456,Credit Card,0.11,Completed
9457,9457,Credit Card,334.80,Completed
9458,9458,Credit Card,124.88,Completed
9459,9459,Credit Card,153.40,Completed
9460,9460,Credit Card,431.69,Completed
9461,9461,Credit Card,220.95,Completed
9462,9462,Credit Card,753.12,Completed
9463,9463,Credit Card,84.00,Completed
9464,9464,Credit Card,310.20,Completed
9465,9465,Credit Card,922.30,Completed
9466,9466,Credit Card,2.44,Completed
9467,9467,Credit Card,981.40,Completed
9468,9468,Credit Card,596.56,Completed
